SeqName	length	bit-score	eValue	hitName	GOs	ACC
contig_1801	706	153.295	1.98942E-40	dbj|GAQ83159.1|Ubiquinol cytochrome c reductase subunit RIP1 [Klebsormidium nitens]	GO:0016491, GO:0046872, GO:0051537, GO:0051536	A0A1Y1I136	
contig_2467	609	367.466	2.54574E-126	gb|KAF1853258.1|hypothetical protein Lal_00009619 [Lupinus albus]	GO:0016491, GO:0046872, GO:0051537, GO:0051536	A0A6A5KZL4	
contig_3215	645	135.576	4.07964E-35	dbj|GBF91418.1|4-hydroxythreonine-4-phosphate dehydrogenase [Raphidocelis subcapitata]	GO:0046872, GO:0051287, GO:0016491	A0A2V0NUV0	
contig_1964	500	54.6842	1.56931E-6	gb|MBA0827939.1|hypothetical protein [Gossypium armourianum]	GO:0016624, GO:0016491	A0A7J9J0P7	
contig_226	831	93.5893	1.08837E-19	gb|AUF72239.1|aldehyde dehydrogenase 2B3 [Syntrichia caninervis]	GO:0016491, GO:0016620	A0A2H4Z9U1	
contig_772	505	146.747	1.46201E-38	gb|KAB8446257.1|hypothetical protein FH972_025238 [Carpinus fangiana]	GO:0016491, GO:0016620	A0A5N6L0U4	
contig_2238	831	90.1225	2.27913E-17	gb|KAF1853732.1|hypothetical protein Lal_00006986 [Lupinus albus]	GO:0016616, GO:0051287, GO:0016491	A0A6A5L562	
contig_2716	960	177.178	6.438E-49	gb|KAF1853829.1|hypothetical protein Lal_00007095 [Lupinus albus]	GO:0016616, GO:0016491, GO:0051287	A0A6A5KZA5	
contig_3334	508	68.5514	1.95623E-11	gb|KAB1227818.1|(+)-neomenthol dehydrogenase [Morella rubra]	GO:0016616, GO:0016491	A0A6A1WVR3	
contig_801	587	72.4034	3.79704E-12	gb|KAF1858543.1|hypothetical protein Lal_00015061 [Lupinus albus]	GO:0016491, GO:0016020, GO:0016021	A0A6A5LFU1	
contig_1470	842	56.9954	1.57269E-6	ref|XP_026385417.1|11-beta-hydroxysteroid dehydrogenase 1B-like [Papaver somniferum]	GO:0016491, GO:0016020, GO:0016021	A0A4Y7JG78	
contig_1876	500	40.817	0.105105	dbj|GFB06475.1|oxidoreductase YhxC [Tanacetum cinerariifolium]	GO:0016491, GO:0016020, GO:0016021	A0A699KQI7	
contig_18	544	265.003	1.63224E-87	gb|KAF1853108.1|hypothetical protein Lal_00009468 [Lupinus albus]	GO:0016491	A0A6A5KZ70	
contig_57	678	36.1946	5.25436	dbj|GFH17268.1|aldo_ket_red domain-containing protein [Haematococcus lacustris]	GO:0016491	A0A699ZED4	
contig_94	511	35.8094	5.55339	gb|KAE8707517.1|Beta-galactosidase 8 [Hibiscus syriacus]	GO:0016491	A0A6A3AVQ5	
contig_255	638	239.965	3.85928E-77	dbj|GFC10007.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0016491	A0A699NHJ3	
contig_533	768	332.028	2.42662E-109	gb|KAF1856519.1|hypothetical protein Lal_00049044 [Lupinus albus]	GO:0016491	A0A6A5L6W8	
contig_1019	609	51.2174	6.64503E-5	dbj|GFB94250.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0016491	A0A699MZJ0	
contig_1024	517	47.3654	5.40672E-4	gb|KAF1857858.1|hypothetical protein Lal_00010366 [Lupinus albus]	GO:0016491	A0A6A5LCN8	
contig_1105	522	80.4925	1.46055E-15	dbj|GFB85655.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0016491	A0A699MTE0	
contig_1247	608	166.392	4.93412E-49	dbj|GFC87594.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0016491	A0A699RX96	
contig_1571	693	170.244	9.75845E-50	gb|KAF1852349.1|hypothetical protein Lal_00037077 [Lupinus albus]	GO:0016491	A0A6A5KUL3	
contig_1929	715	147.517	1.3984E-40	gb|KAF1853108.1|hypothetical protein Lal_00009468 [Lupinus albus]	GO:0016491	A0A6A5KZ70	
contig_2035	904	234.572	4.51815E-73	gb|KZV14759.1|aldo-keto reductase-like, partial [Dorcoceras hygrometricum]	GO:0016491	A0A2Z7A008	
contig_2243	685	73.1738	1.21396E-12	gb|KAB8416397.1|hypothetical protein FH972_024916 [Carpinus fangiana]	GO:0016491	A0A5N6KZH9	
contig_2732	557	244.202	1.91379E-79	gb|KAF1853121.1|hypothetical protein Lal_00009481 [Lupinus albus]	GO:0016491	A0A6A5KWM5	
contig_2812	676	310.071	1.31557E-104	gb|KAF1853306.1|hypothetical protein Lal_00009670 [Lupinus albus]	GO:0016491	A0A6A5KX65	
contig_2930	502	39.6614	0.365806	dbj|GEU28414.1|NAD(P)-linked oxidoreductase superfamily protein [Tanacetum cinerariifolium]	GO:0016491	A0A699GEV5	
contig_3083	633	144.436	8.09009E-38	dbj|GFB61930.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0016491	A0A699M5A8	
contig_3100	979	143.28	9.03003E-37	gb|QDZ24479.1|malate/L-lactate dehydrogenase [Chloropicon primus]	GO:0016491	A0A5B8MV90	
contig_3327	634	122.094	1.37544E-31	dbj|GFC69370.1|NAD(P)-binding protein [Tanacetum cinerariifolium]	GO:0016491	A0A699QJI2	
contig_713	773	36.1946	11.2613	gb|KVH96779.1|PC-Esterase [Cynara cardunculus var. scolymus]	GO:0016020, GO:0016021, GO:0016740, GO:0016413	A0A103XTW1	
contig_2687	503	39.2762	0.284975	dbj|GAQ79952.1|N acetyltransferase [Klebsormidium nitens]	GO:0016407, GO:0016020, GO:0016021, GO:0016740	A0A1Y1HQ84	
contig_254	771	41.2022	0.220255	gb|KAB5520588.1|hypothetical protein DKX38_024907 [Salix brachista]	GO:0016407, GO:0016740	A0A5N5JMM7	
contig_496	656	51.9878	1.6586E-5	gb|KAA6427046.1|MAG: GCN5-related N-acetyltransferase [Trebouxia sp. A1-2]	GO:0016407, GO:0016740	A0A5J4Y630	
contig_786	530	53.5286	7.40638E-6	gb|KAB8664812.1|hypothetical protein FH972_026237 [Carpinus fangiana]	GO:0016407, GO:0016740	A0A5N6L3G4	
contig_1305	565	38.5058	1.02709	gb|OAO89077.1|hypothetical protein AXX17_ATUG04770 [Arabidopsis thaliana]	GO:0016407, GO:0016491, GO:0016740	A0A178U7B4	
contig_1325	700	43.8986	0.0194847	gb|KAG0454805.1|hypothetical protein HPP92_024097 [Vanilla planifolia]	GO:0031969, GO:0016020, GO:0016021, GO:0016301	A0A835PJ23	
contig_3330	719	194.897	5.29131E-58	dbj|GFC25725.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0016158	A0A699NZ04	
contig_2862	753	104.375	4.7916E-25	gb|MBA0746085.1|hypothetical protein [Gossypium gossypioides]	GO:0015035	A0A7J9CD54	
contig_3240	571	108.227	3.13467E-27	gb|KAF6254106.1|hypothetical protein COO60DRAFT_1703502 [Scenedesmus sp. NREL 46B-D3]	GO:0015035	A0A7J7PQC4	
contig_1567	717	91.2781	3.63805E-18	gb|KAG2496114.1|hypothetical protein HYH03_005717 [Edaphochlamys debaryana]	GO:0016491, GO:0010181, GO:0016651	A0A835YEG9	
contig_2773	509	272.707	6.31575E-90	gb|KAF1853345.1|hypothetical protein Lal_00009711 [Lupinus albus]	GO:0016491, GO:0010181	A0A6A5L187	
contig_28	1162	151.369	9.70816E-42	dbj|GFD25840.1|phospho-N-acetylmuramoyl-pentapeptide-transferase homolog [Tanacetum cinerariifolium]	GO:0016020, GO:0016021, GO:0016780, GO:0008963, GO:0016740	A0A699UTM3	
contig_2328	663	142.124	5.82001E-37	ref|XP_013901106.1|glyceraldehyde 3-phosphate dehydrogenase, nonphosphorylating [Monoraphidium neglectum]	GO:0016491, GO:0008886, GO:0016620	A0A0D2MNI4	
contig_798	588	226.098	2.00211E-69	gb|EEF26083.1|Quinate/shikimate dehydrogenase, putative, partial [Ricinus communis]	GO:0016614, GO:0016491, GO:0048038, GO:0016021, GO:0008876	B9TDI1	
contig_2113	530	310.457	2.21604E-100	gb|EEF27293.1|Quinate/shikimate dehydrogenase, putative, partial [Ricinus communis]	GO:0016614, GO:0016491, GO:0048038, GO:0016020, GO:0016021, GO:0005886, GO:0008876	B9TA18	
contig_2176	1017	254.988	1.66215E-76	gb|EEF27293.1|Quinate/shikimate dehydrogenase, putative, partial [Ricinus communis]	GO:0016614, GO:0016491, GO:0048038, GO:0016020, GO:0016021, GO:0005886, GO:0008876	B9TA18	
contig_3191	607	74.7146	9.92253E-15	gb|KAF1852713.1|hypothetical protein Lal_00008857 [Lupinus albus]	GO:0008794	A0A6A5KZK0	
contig_1821	564	139.428	1.67492E-36	ref|XP_003081954.1|UDP-galactopyranose mutase [Ostreococcus tauri]	GO:0050660, GO:0008767	Q00Z02	
contig_1031	568	43.1282	0.0243021	ref|XP_003062705.1|predicted protein [Micromonas pusilla CCMP1545]	GO:0008767	C1N3Z9	
contig_2077	510	131.724	3.20199E-34	ref|XP_007509259.1|UDP-galactopyranose mutase [Bathycoccus prasinos]	GO:0008767	K8ENT3	
contig_1259	909	92.8189	2.51356E-19	dbj|GFC80175.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0016020, GO:0016021, GO:0008658	A0A699R3J1	
contig_1027	678	36.5798	5.45011	gb|KAG5233666.1|START domain containing protein [Salix suchowensis]	GO:0016020, GO:0016021, GO:0008289	A0A836XZJ5	
contig_397	559	35.8094	5.53113	gb|KAE9456878.1|hypothetical protein C3L33_11208, partial [Rhododendron williamsianum]	GO:0008270, GO:0046872	A0A6A4LR99	
contig_467	638	94.7449	3.29891E-20	gb|KAB9006574.1|hypothetical protein FH972_026928 [Carpinus fangiana]	GO:0008270, GO:0016491, GO:0046872	A0A5N6L5P3	
contig_1057	638	91.6633	5.39835E-19	dbj|GFB87421.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0008270, GO:0016491, GO:0046872	A0A699MU57	
contig_3143	562	137.887	1.486E-36	dbj|GFB87421.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0008270, GO:0016491, GO:0046872	A0A699MU57	
contig_2350	849	38.1206	3.99541	ref|XP_002993382.2|pentatricopeptide repeat-containing protein At4g21065 isoform X1 [Selaginella moellendorffii]	GO:0008270	D8TCN7	
contig_351	651	117.087	6.99666E-29	gb|PSR85359.1|5'-nucleotidase [Actinidia chinensis var. chinensis]	GO:0046872, GO:0008252, GO:0016787	A0A2R6P5H9	
contig_1729	550	212.616	5.20803E-68	dbj|GFC98752.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0008270, GO:0008237	A0A699SMI4	
contig_2645	505	114.005	6.47938E-27	dbj|GEU28277.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0008270, GO:0008237	A0A699GF66	
contig_3087	595	37.7354	1.76082	gb|ACC38471.1|UDP-glycosyltransferase [Medicago truncatula]	GO:0016757, GO:0008194, GO:0050505, GO:0016740	B9U3W6	
contig_3417	605	46.9802	0.00252647	dbj|GEU28532.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0008168, GO:0016787, GO:0016645	A0A699GFL4	
contig_2540	703	34.2686	40.2938	gb|KAF7135605.1|hypothetical protein RHSIM_Rhsim08G0036800 [Rhododendron simsii]	GO:0016020, GO:0016021, GO:0008168	A0A834GN57	
contig_954	601	62.7734	5.05854E-10	gb|KAF1853908.1|hypothetical protein Lal_00005117 [Lupinus albus]	GO:0008168	A0A6A5L1E3	
contig_3007	724	95.1301	4.16439E-22	gb|KAF1855453.1|hypothetical protein Lal_00008621 [Lupinus albus]	GO:0008168	A0A6A5L7B8	
contig_1862	545	38.5058	0.895635	emb|CAD6250371.1|unnamed protein product [Miscanthus lutarioriparius]	GO:0008017	A0A811Q344	
contig_735	589	107.842	1.52428E-24	dbj|GIM08477.1|hypothetical protein Vretimale_12482 [Volvox reticuliferus]	GO:0005524, GO:0016887	A0A8J4LRZ9	
contig_982	500	124.79	4.24075E-33	dbj|GFC82666.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0005524, GO:0016887	A0A699RAH7	
contig_1417	589	38.5058	1.15945	gb|PKU80074.1|ATPase family AAA domain-containing protein [Dendrobium catenatum]	GO:0005524, GO:0016887	A0A2I0WWP1	
contig_2911	641	102.834	6.20863E-24	dbj|GFC82666.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0005524, GO:0016887	A0A699RAH7	
contig_2805	521	36.965	2.87348	gb|KXZ47498.1|hypothetical protein GPECTOR_35g936 [Gonium pectorale]	GO:0016020, GO:0016021, GO:0005509	A0A150GCF0	
contig_2800	507	34.2686	22.4809	gb|TYH67908.1|hypothetical protein ES332_D06G221500v1 [Gossypium tomentosum]	GO:0016020, GO:0005509, GO:0016021, GO:0005743	A0A5D2KL91	
contig_1087	801	110.923	1.78827E-26	gb|OMP13298.1|hypothetical protein COLO4_01919 [Corchorus olitorius]	GO:0005506, GO:0016491, GO:0016787	A0A1R3L1Z0	
contig_2417	971	130.954	1.84427E-33	gb|OMP13298.1|hypothetical protein COLO4_01919 [Corchorus olitorius]	GO:0005506, GO:0016491, GO:0016787	A0A1R3L1Z0	
contig_964	503	41.2022	0.0815928	gb|KAF7121477.1|hypothetical protein RHSIM_Rhsim13G0132700 [Rhododendron simsii]	GO:0004650	A0A834G4V2	
contig_1652	579	132.494	1.48775E-34	gb|EEF27819.1|Alkanesulfonate monooxygenase, putative [Ricinus communis]	GO:0008726, GO:0016491, GO:0016705, GO:0004497	B9T8J5	
contig_1392	501	38.1206	0.902612	gb|PQM39690.1|cytochrome P450 71A1-like [Prunus yedoensis var. nudiflora]	GO:0005506, GO:0016705, GO:0020037, GO:0004497	A0A314UQA6	
contig_2452	504	37.3502	0.922125	ref|XP_027093569.1|cytochrome P450 81D1-like [Coffea arabica]	GO:0005506, GO:0016705, GO:0020037, GO:0004497	A0A6P6USL0	
contig_2939	788	37.3502	3.76037	gb|RVW20418.1|Cytochrome P450 CYP82H23 [Vitis vinifera]	GO:0005506, GO:0016705, GO:0020037, GO:0004497	A0A438CB49	
contig_3258	515	40.4318	0.123061	gb|KDD76633.1|hypothetical protein H632_c154p1 [Helicosporidium sp. ATCC 50920]	GO:0046872, GO:0004462	A0A059LQV5	
contig_2699	654	38.5058	1.77062	ref|XP_027190384.1|helicase protein MOM1-like isoform X3 [Cicer arietinum]	GO:0046872, GO:0004386	A0A3Q7X9T9	
contig_577	552	36.5798	3.68186	gb|KAF3958486.1|hypothetical protein CMV_016617, partial [Castanea mollissima]	GO:0004386	A0A8J4R7I4	
contig_2042	979	180.644	2.88958E-50	gb|EEF26153.1|Ubiquinol-cytochrome-c reductase complex core protein I, mitochondrial precursor, putative [Ricinus communis]	GO:0046872, GO:0004222, GO:0016787	B9TDB1	
contig_2861	610	68.5514	6.75927E-11	gb|EEF25747.1|Glycyl-glycine endopeptidase ALE-1 precursor, putative [Ricinus communis]	GO:0016020, GO:0016021, GO:0004222	B9TEG8	
contig_2248	585	149.443	1.16176E-39	gb|PRW33795.1|Zn-dependent [Chlorella sorokiniana]	GO:0004181, GO:0046872, GO:0016787	A0A2P6THM7	
contig_95	513	70.8626	6.38511E-12	gb|EEF25774.1|penicillin-binding protein, putative [Ricinus communis]	GO:0004180, GO:0009002, GO:0016787	B9TEE0	
contig_227	1071	59.6918	5.50281E-7	gb|EEF25774.1|penicillin-binding protein, putative [Ricinus communis]	GO:0004180, GO:0009002, GO:0016787	B9TEE0	
contig_626	569	62.7734	4.98975E-9	gb|EEF25774.1|penicillin-binding protein, putative [Ricinus communis]	GO:0004180, GO:0009002, GO:0016787	B9TEE0	
contig_2378	1062	266.159	2.43439E-81	gb|KZV15025.1|Creatinase/aminopeptidase [Dorcoceras hygrometricum]	GO:0070006, GO:0004177, GO:0016787, GO:0110165	A0A2Z7A7U8	
contig_1871	523	184.496	1.28991E-57	dbj|GFD42812.1|aminopeptidase M1-like [Tanacetum cinerariifolium]	GO:0008270, GO:0008237, GO:0004177	A0A699W4H3	
contig_1629	546	93.2041	1.411E-19	gb|KAB8343122.1|hypothetical protein FH972_022715 [Carpinus fangiana]	GO:0016020, GO:0016791, GO:0016021, GO:0004035, GO:0016787	A0A5N6KTD1	
contig_2733	558	53.1434	1.04936E-5	gb|ACF79212.1|unknown [Zea mays]	GO:0016791, GO:0004035, GO:0016787	B4FAR9	
contig_1313	572	175.252	1.59232E-50	gb|KAF1852295.1|hypothetical protein Lal_00013693 [Lupinus albus]	GO:0016627, GO:0016491, GO:0050660, GO:0003995	A0A6A5KXU7	
contig_1687	646	329.717	3.36302E-109	gb|KAF1853227.1|hypothetical protein Lal_00009588 [Lupinus albus]	GO:0016627, GO:0050660, GO:0016491, GO:0003995	A0A6A5KUJ3	
contig_678	927	126.331	3.94342E-30	ref|XP_024365813.1|L-2-hydroxyglutarate dehydrogenase, mitochondrial-like [Physcomitrium patens]	GO:0005739, GO:0016491, GO:0047545, GO:0003973	A0A2K1IEC6	
contig_1258	527	156.377	8.27505E-47	dbj|GFD48348.1|NADPH dehydrogenase afvA-like [Tanacetum cinerariifolium]	GO:0016491, GO:0050661, GO:0010181, GO:0003959	A0A699WRK1	
contig_401	824	77.0258	1.31639E-14	gb|KAA6422767.1|MAG: NADPH-dependent FMN reductase, partial [Trebouxia sp. A1-2]	GO:0003955, GO:0016491	A0A5J4XWI8	
contig_1541	508	43.5134	0.00807423	gb|KAF1854171.1|hypothetical protein Lal_00014415 [Lupinus albus]	GO:0003955, GO:0016491	A0A6A5KZK2	
contig_2257	893	59.3066	1.2979E-7	dbj|GAQ88671.1|NADPH quinone oxidoreductase [Klebsormidium nitens]	GO:0003955, GO:0016491	A0A1Y1IHX1	
contig_3022	511	78.1814	9.18844E-15	gb|KAF1858552.1|hypothetical protein Lal_00015071 [Lupinus albus]	GO:0003955, GO:0016491	A0A6A5LIS9	
contig_693	557	114.005	8.35444E-27	gb|KAF1853065.1|hypothetical protein Lal_00009423 [Lupinus albus]	GO:0005525, GO:0009507, GO:0003924, GO:0009536	A0A6A5L0E9	
contig_3066	513	350.517	5.4266E-117	gb|KAF1853065.1|hypothetical protein Lal_00009423 [Lupinus albus]	GO:0005525, GO:0009507, GO:0003924, GO:0009536	A0A6A5L0E9	
contig_747	510	92.8189	3.821E-20	gb|KAF1854061.1|hypothetical protein Lal_00005278 [Lupinus albus]	GO:0003860, GO:0016787, GO:0009536	A0A6A5KZA0	
contig_2538	501	37.7354	1.2781	ref|XP_042464249.1|probable 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [Zingiber officinale]	GO:0046872, GO:0003824, GO:0046537	A0A8J5I1X2	
contig_3389	560	159.458	4.29713E-46	gb|KAF5201141.1|Adenylosuccinate lyase, partial [Thalictrum thalictroides]	GO:0003824, GO:0016829	A0A7J6WUP0	
contig_2747	897	153.295	1.4659E-41	ref|XP_005644634.1|PLP-dependent transferase [Coccomyxa subellipsoidea C-169]	GO:0003824, GO:0016740	I0YNX1	
contig_180	636	51.6026	4.5912E-5	dbj|GFH09472.1|pyruvate formate-lyase activating enzyme [Haematococcus lacustris]	GO:0005737, GO:0046872, GO:0003824, GO:0016491, GO:0016829, GO:0043365, GO:0051539, GO:0051536	A0A699Z240	
contig_588	675	235.343	8.5745E-71	gb|KAF1856376.1|hypothetical protein Lal_00049231 [Lupinus albus]	GO:0016624, GO:0016491, GO:0003824	A0A6A5L5L8	
contig_1524	629	293.508	2.03817E-93	gb|KAF1856376.1|hypothetical protein Lal_00049231 [Lupinus albus]	GO:0016624, GO:0016491, GO:0003824	A0A6A5L5L8	
contig_844	721	128.257	8.19843E-34	gb|KNA03544.1|hypothetical protein SOVF_208180 [Spinacia oleracea]	GO:0042802, GO:0030170, GO:0003824, GO:0008483	A0A0K9Q8G9	
contig_1467	1163	103.99	3.2308E-23	gb|KAG0492611.1|hypothetical protein HPP92_006009 [Vanilla planifolia]	GO:0030170, GO:0003824, GO:0008483	A0A835VDQ0	
contig_296	577	62.3882	6.5123E-9	ref|XP_002952459.1|branched chain amino acid aminotransferase [Volvox carteri f. nagariensis]	GO:0003824, GO:0008483, GO:0016740	D8U1A7	
contig_2351	524	63.929	3.51932E-10	gb|RZB49450.1|Branched-chain-amino-acid aminotransferase-like protein 2 isoform C [Glycine soja]	GO:0003824, GO:0008483, GO:0016740	A0A445FKU1	
contig_127	527	184.111	8.42892E-52	gb|EEC70278.1|hypothetical protein OsI_01098 [Oryza sativa Indica Group]	GO:0003824, GO:0005198	B8ABE3	
contig_520	556	352.443	3.31621E-122	gb|KAF1853348.1|hypothetical protein Lal_00009714 [Lupinus albus]	GO:0003824, GO:0009536	A0A6A5KZU5	
contig_176	582	44.669	0.00765441	ref|XP_001422066.1|predicted protein [Ostreococcus lucimarinus CCE9901]	GO:0003824	A4S9H4	
contig_500	628	80.4925	3.51875E-15	ref|XP_014519173.1|monoacylglycerol lipase ABHD6 [Vigna radiata var. radiata]	GO:0003824	A0A1S3VLD1	
contig_973	684	41.9726	0.0753885	gb|EEF26997.1|conserved hypothetical protein [Ricinus communis]	GO:0003824	B9TAW7	
contig_1033	596	124.02	2.13558E-32	gb|KZV42178.1|enoyl-CoA hydratase, mitochondrial precursor [Dorcoceras hygrometricum]	GO:0003824	A0A2Z7CCT9	
contig_1143	588	93.2041	2.42659E-20	ref|XP_002960003.1|hypothetical protein VOLCADRAFT_101514, partial [Volvox carteri f. nagariensis]	GO:0003824	D8UMW7	
contig_1762	502	266.929	6.93957E-88	gb|KAF1853305.1|hypothetical protein Lal_00009669 [Lupinus albus]	GO:0003824	A0A6A5L142	
contig_1836	501	116.701	9.25932E-29	ref|XP_010911754.1|succinate--hydroxymethylglutarate CoA-transferase-like [Elaeis guineensis]	GO:0003824	A0A6I9QP99	
contig_2190	750	87.0409	2.53808E-18	dbj|GFC78695.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0003824	A0A699QZG0	
contig_2213	790	209.92	8.09719E-64	gb|KAF1853240.1|hypothetical protein Lal_00009601 [Lupinus albus]	GO:0003824	A0A6A5KZM2	
contig_2311	564	218.394	2.04417E-67	ref|XP_010911754.1|succinate--hydroxymethylglutarate CoA-transferase-like [Elaeis guineensis]	GO:0003824	A0A6I9QP99	
contig_2396	580	129.028	2.08874E-34	dbj|GFC59157.1|2-oxoisovalerate dehydrogenase subunit beta 1, mitochondrial-like [Tanacetum cinerariifolium]	GO:0003824	A0A699PZF9	
contig_2415	627	36.965	3.49305	gb|KAF1853240.1|hypothetical protein Lal_00009601 [Lupinus albus]	GO:0003824	A0A6A5KZM2	
contig_2790	632	113.62	2.03973E-26	gb|KAF1857213.1|hypothetical protein Lal_00015403 [Lupinus albus]	GO:0003824	A0A6A5LC59	
contig_714	922	263.462	1.85601E-86	gb|KNA03434.1|hypothetical protein SOVF_209230 [Spinacia oleracea]	GO:0003755, GO:0016853	A0A0K9Q859	
contig_1248	551	50.8322	8.19059E-6	ref|XP_011399248.1|Peptidyl-prolyl cis-trans isomerase pin1 [Auxenochlorella protothecoides]	GO:0003755, GO:0016853	A0A087SKU8	
contig_1849	551	146.747	2.02705E-42	gb|KNA03434.1|hypothetical protein SOVF_209230 [Spinacia oleracea]	GO:0003755, GO:0016853	A0A0K9Q859	
contig_914	599	141.354	4.69485E-37	dbj|GFB68720.1|FKBP-type peptidyl-prolyl cis-trans isomerase [Tanacetum cinerariifolium]	GO:0003755, GO:0016491, GO:0016620, GO:0016853	A0A699M5R2	
contig_460	524	95.5153	1.61318E-20	gb|RWV83320.1|hypothetical protein GW17_00055088 [Ensete ventricosum]	GO:0003697	A0A444CBQ0	
contig_2126	543	35.4242	7.22384	gb|KDD76032.1|hypothetical protein H632_c388p0 [Helicosporidium sp. ATCC 50920]	GO:0003677, GO:0046982, GO:0005634	A0A059LNT8	
contig_3154	581	102.449	4.96533E-25	dbj|GFC77499.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0003677, GO:0043565	A0A699QQT8	
contig_373	628	37.7354	0.842828	gb|OUS44561.1|XRE family transcriptional regulator [Ostreococcus tauri]	GO:0003677, GO:0016020, GO:0016021	A0A1Y5I530	
contig_665	638	35.8094	10.9714	dbj|GEU55132.1|B3 domain-containing transcription repressor VAL2 isoform X1 [Tanacetum cinerariifolium]	GO:0003677, GO:0005634	A0A6L2L365	
contig_3168	914	40.4318	0.816286	ref|XP_034599655.1|uncharacterized protein LOC117860467 [Setaria viridis]	GO:0003677, GO:0005634	A0A4U6U730	
contig_822	519	83.9593	2.15081E-16	gb|KAF1857637.1|hypothetical protein Lal_00013101 [Lupinus albus]	GO:0003677	A0A6A5L816	
contig_1702	500	41.9726	0.00490176	gb|EEF22585.1|conserved hypothetical protein [Ricinus communis]	GO:0003677	B9TNI0	
contig_2795	523	42.3578	0.0396898	gb|PSC70543.1|Meiotically up-regulated 158 [Micractinium conductrix]	GO:0003677	A0A2P6V8X8	
contig_2034	539	35.4242	4.82877	dbj|GFC90847.1|putative nucleotidyltransferase, ribonuclease H [Tanacetum cinerariifolium]	GO:0016740, GO:0003676	A0A699S0H5	
